relative_keyword,total_search,total_store_count,competitive_rate,avg_price,avg_sale,grade_norm,grade_power,grade_bigpower,grade_premium,review_10,review_50,review_100,review_1000,total_review,avg_review
줄이어폰,7230.0,53096.0,7.34,14658.0,2497602.0,3,8,16,3,9,2,12,17,84531,2113
톤업크림,25580.0,71590.0,2.8,16088.0,2498020.0,1,0,6,3,2,3,19,16,53662,1341
톤업크림추천,4990.0,71590.0,14.35,16001.0,2498020.0,1,0,6,3,2,2,20,16,54022,1350
볶음용멸치,1370.0,15066.0,11.0,14498.0,2498099.0,3,5,26,4,1,3,19,17,93200,2330
테팔원픽냄비팬,2630.0,1153.0,0.44,46623.0,2499325.0,4,4,8,23,34,2,2,2,8568,214
새싹보리분말,1890.0,46953.0,24.84,13339.0,2499365.0,2,3,1,4,4,3,15,18,131468,3286
유아래쉬가드,2560.0,39717.0,15.51,25204.0,2504129.0,7,10,15,0,14,2,16,8,40152,1003
등산용스틱,1800.0,51329.0,28.52,22101.0,2506331.0,12,11,13,4,22,5,7,6,49050,1226
보니아기침대,7000.0,714.0,0.1,25919.0,2506688.0,14,3,8,8,14,2,15,9,45608,1140
벨라아기침대,15360.0,723.0,0.05,25447.0,2507421.0,15,3,8,10,20,1,12,7,35302,882
돌체구스토스타벅스캡슐,5930.0,10172.0,1.72,15043.0,2508542.0,1,6,11,13,12,6,13,9,101494,2537
아기침받이,2590.0,17915.0,6.92,6416.0,2509803.0,4,10,15,2,4,4,3,29,304955,7623
햇과메기,1680.0,4767.0,2.84,21974.0,2509970.0,5,8,18,9,6,2,15,17,144767,3619
티니핑시즌4,24440.0,8600.0,0.35,43088.0,2511074.0,0,5,30,0,21,3,12,4,10825,270
매직큐브자석블럭,2220.0,1628.0,0.73,77717.0,2512068.0,5,0,14,3,24,4,11,1,4530,113
유모차방풍커버,9710.0,21840.0,2.25,37569.0,2512283.0,1,0,30,2,9,4,17,10,38197,954
써모스보온병,25300.0,62476.0,2.47,31939.0,2513489.0,1,3,11,0,11,5,17,7,33517,837
맥주효모비오틴,7640.0,59225.0,7.75,28044.0,2514156.0,4,8,18,5,6,2,21,11,47553,1188
뉴케어인핸서,5100.0,1844.0,0.36,80674.0,2517300.0,0,4,11,23,29,2,6,3,23655,591
알프레미오수유시트,8750.0,589.0,0.07,25014.0,2517591.0,2,3,0,3,35,1,1,3,16832,420
어린이집낮잠이불세트,1080.0,14487.0,13.41,76818.0,2519880.0,6,5,15,2,9,6,14,11,24274,606
침대안전가드,5860.0,102328.0,17.46,39400.0,2521757.0,4,5,5,1,13,5,12,10,70966,1774
스쿳앤라이드손잡이,4160.0,92.0,0.02,26554.0,2522312.0,5,5,0,20,36,1,3,0,751,18
하소로커피,2400.0,207.0,0.09,27166.0,2522976.0,4,0,7,29,33,1,4,2,6163,154
상견례선물,28310.0,50902.0,1.8,45109.0,2523158.0,3,11,16,0,7,2,12,19,66853,1671
따수미,13930.0,11197.0,0.8,87210.0,2523321.0,2,1,2,14,15,4,13,8,30632,765
속기저귀,1400.0,30179.0,21.56,39317.0,2523547.0,3,1,11,19,13,8,15,4,34019,850
휴족시간,26910.0,4866.0,0.18,18926.0,2523600.0,3,4,4,21,9,6,14,11,40448,1011
저온압착참기름,1290.0,9505.0,7.37,22292.0,2523664.0,7,9,18,5,2,4,16,18,109493,2737
초소형녹음기,4420.0,35368.0,8.0,67713.0,2523859.0,6,8,18,2,8,4,21,7,47909,1197
유록스,8890.0,616.0,0.07,19979.0,2523939.0,11,3,1,24,38,1,0,1,19097,477
테팔매직핸즈,12740.0,7880.0,0.62,86844.0,2524504.0,0,1,11,21,24,3,8,5,10554,263
아이깨끗해대용량,4340.0,5308.0,1.22,21144.0,2525776.0,3,0,11,22,12,2,8,18,163610,4090
라미S펜,4880.0,1692.0,0.35,24876.0,2528596.0,2,5,7,20,18,3,14,5,15560,389
크레모아랜턴,21820.0,21046.0,0.96,92046.0,2529569.0,0,1,5,5,6,3,16,15,42844,1071
가평잣판매,1920.0,9117.0,4.75,53884.0,2530427.0,12,3,21,1,10,4,15,11,53542,1338
마이베베셀프수유쿠션,2040.0,20.0,0.01,27313.0,2532125.0,1,5,0,12,14,2,2,2,11058,552
트레비,8490.0,56852.0,6.7,11902.0,2532448.0,0,0,11,13,4,1,13,22,170181,4254
붕어빵키트,2610.0,2207.0,0.85,27718.0,2533388.0,7,0,4,1,33,2,3,2,13608,340
카누미니마일드,12360.0,33573.0,2.72,20638.0,2534262.0,2,2,18,12,11,4,12,13,113164,2829
플랫버너,5430.0,26282.0,4.84,91744.0,2534681.0,3,7,9,5,27,1,8,4,11232,280
넉박스,2910.0,47567.0,16.35,32929.0,2536130.0,1,2,9,0,19,9,11,1,6422,160
키즈어그,25260.0,64094.0,2.54,51039.0,2537521.0,6,5,15,3,22,2,14,2,7725,193
냉동블루베리,15060.0,11500.0,0.76,17038.0,2538828.0,3,2,20,8,8,3,13,16,128295,3207
매직캔리필봉투250,5330.0,4503.0,0.84,14808.0,2539893.0,2,6,20,7,6,6,19,9,41602,1040
채소탈수기,1490.0,62269.0,41.79,17243.0,2541912.0,1,4,12,4,16,2,16,6,14548,363
슬라이드폴대,2000.0,16061.0,8.03,26597.0,2542409.0,1,0,7,7,11,1,16,12,38348,958
욕실청소세제,5490.0,103425.0,18.84,14287.0,2542672.0,3,10,17,8,0,2,20,18,96668,2416
아기모빌,3520.0,23673.0,6.73,34895.0,2544302.0,2,5,20,0,18,4,12,6,41046,1026
스타축구공,3250.0,75078.0,23.1,29009.0,2544693.0,0,1,5,2,18,5,12,5,16201,405
에이지투웨니스에센스커버팩트,8270.0,11822.0,1.43,17975.0,2545233.0,1,1,10,17,5,4,16,15,125432,3135
숙성연어,1390.0,956.0,0.69,27541.0,2547082.0,6,4,14,15,11,5,15,9,172681,4317
각굴,6610.0,3282.0,0.5,16595.0,2547578.0,8,9,20,3,3,6,13,18,212077,5301
로얄캐닌마더앤베이비,4450.0,5746.0,1.29,31010.0,2549490.0,3,3,15,17,15,5,9,11,31624,790
립앤아이리무버,3390.0,69784.0,20.59,8131.0,2551283.0,1,1,5,5,4,0,17,19,109099,2727
냉동문어,1500.0,6826.0,4.55,61870.0,2551307.0,1,9,18,12,12,5,20,3,15532,388
벨롭아쿠아슈즈,2150.0,2234.0,1.04,31046.0,2551847.0,0,6,13,19,20,2,16,2,12003,300
밸롭아쿠아슈즈,2920.0,2234.0,0.77,31148.0,2551847.0,0,6,13,18,19,2,17,2,12131,303
고양이수직스크래쳐,1040.0,50950.0,48.99,22913.0,2552337.0,0,4,15,1,6,3,24,7,34077,851
무선고데기,13320.0,43117.0,3.24,40394.0,2552662.0,4,6,11,7,14,0,21,5,17873,446
수능시계카시오,5570.0,23589.0,4.24,14455.0,2552729.0,2,2,20,1,12,3,17,8,70653,1766
스칸디맘스와들업,1400.0,15.0,0.01,48071.0,2553122.0,0,0,12,0,1,3,9,2,7114,474
QK75,2540.0,35.0,0.01,55911.0,2554222.0,4,1,8,22,33,0,3,0,404,11
오나이릭,3650.0,31.0,0.01,73740.0,2554326.0,5,0,14,6,23,2,0,0,223,8
오나이릭우주술,1330.0,16.0,0.01,48392.0,2554326.0,0,0,6,4,8,2,0,0,223,22
오나이릭술,1650.0,16.0,0.01,48392.0,2554326.0,0,0,6,4,8,2,0,0,223,22
안동농협백진주쌀,5230.0,520.0,0.1,46200.0,2554611.0,11,4,9,14,26,6,3,5,58637,1465
국민모래,1030.0,6657.0,6.46,12897.0,2554994.0,0,5,6,25,18,7,10,5,34189,854
유기농잣,1440.0,1531.0,1.06,59940.0,2555312.0,10,4,14,10,25,2,7,6,18973,474
마늘가는기계,3190.0,16089.0,5.04,38979.0,2555984.0,4,3,5,0,30,1,6,3,32384,809
통밀빵,20670.0,15497.0,0.75,7573.0,2557435.0,4,14,18,1,1,0,11,28,294479,7361
크리넥스마이비데,2330.0,22332.0,9.58,11070.0,2557782.0,0,1,5,13,3,1,17,19,96638,2415
로지텍G304,20590.0,11154.0,0.54,40964.0,2560321.0,6,4,6,19,20,1,11,8,49769,1244
통연어,1480.0,447.0,0.3,35984.0,2561907.0,9,9,16,6,29,3,5,3,36634,915
아임반핸들커버,2620.0,43.0,0.02,36410.0,2564888.0,0,3,6,25,14,4,10,12,20949,523
셉트이너샤,1520.0,42.0,0.03,27990.0,2565047.0,8,4,4,23,33,1,5,1,7663,191
토너패드,12760.0,81471.0,6.38,17479.0,2565333.0,0,1,7,0,1,0,12,27,200807,5020
버블클렌저,3120.0,42986.0,13.78,14307.0,2565787.0,2,8,10,6,2,6,19,13,69237,1730
치트삭스,1490.0,111.0,0.07,48692.0,2567266.0,6,0,5,20,35,0,4,1,3239,80
육개장컵라면,5430.0,35946.0,6.62,8966.0,2568380.0,2,5,12,15,10,2,12,16,571425,14285
애슐리폭립,1460.0,290.0,0.2,46495.0,2569039.0,2,1,0,10,33,2,4,1,3877,96
용자곱창,2370.0,42.0,0.02,44956.0,2569472.0,3,0,8,24,30,2,4,4,22926,573
가죽코팅제,2060.0,23199.0,11.26,26859.0,2569833.0,5,4,8,0,5,1,24,10,58287,1457
불소치약,21570.0,13548.0,0.63,16459.0,2571159.0,6,14,16,4,9,2,17,12,100155,2503
수직스크래쳐,1750.0,51162.0,29.24,22854.0,2571748.0,1,4,16,0,5,3,25,7,34066,851
유록스요소수10리터,6650.0,384.0,0.06,22102.0,2573469.0,12,2,1,24,37,2,0,1,19151,478
KTM모바일유심,6440.0,22.0,0.0,6578.0,2574220.0,2,2,6,9,8,2,6,3,42907,2258
매일멸균우유,3340.0,27850.0,8.34,17032.0,2575714.0,0,7,9,9,7,3,9,21,449599,11239
집똥기,2400.0,30192.0,12.58,26468.0,2576242.0,1,2,12,0,21,7,7,5,12574,314
헤드앤숄더,17650.0,36783.0,2.08,16335.0,2577592.0,5,4,7,7,7,4,13,16,144694,3617
군기저귀,3910.0,3183.0,0.81,43584.0,2578372.0,4,2,12,15,21,3,12,4,23809,595
비오템튼살크림,12890.0,1276.0,0.1,78953.0,2578389.0,4,6,14,13,23,3,10,4,16313,407
카누다크로스트,8890.0,25212.0,2.84,22282.0,2583959.0,2,0,15,10,11,3,15,11,70095,1752
IGPSPORT,1480.0,41459.0,28.01,73571.0,2584066.0,0,0,4,0,38,1,1,0,779,19
안동백진주쌀,8060.0,891.0,0.11,38184.0,2584481.0,3,5,12,18,15,6,11,8,72968,1824
장용성락토페린,13930.0,8351.0,0.6,44631.0,2587004.0,15,3,10,12,16,11,11,2,7966,199
화식,4830.0,22928.0,4.75,23448.0,2587226.0,1,8,15,5,1,0,20,19,62696,1567
고로고로돌돌이,2200.0,2041.0,0.93,16524.0,2587517.0,3,3,22,2,6,9,16,9,127191,3179
빕스쪽쪽이,10340.0,2392.0,0.23,7305.0,2590587.0,5,12,19,4,14,2,11,13,239274,5981
옆머리누르기,8250.0,4658.0,0.56,20715.0,2591001.0,26,2,8,4,24,1,9,6,35224,880
가버런비건젤,4120.0,36.0,0.01,48636.0,2591173.0,7,3,4,26,38,1,1,0,530,13
나이키헬스가방,2170.0,9829.0,4.53,44895.0,2591333.0,4,3,28,5,18,6,10,6,25733,643
구글플레이기프트카드,11820.0,258.0,0.02,35767.0,2592323.0,5,0,11,24,19,3,17,1,7341,183
모기기피제,8910.0,92229.0,10.35,7624.0,2592980.0,4,5,14,0,3,0,19,18,98553,2463
궁채장아찌,20060.0,2906.0,0.14,10624.0,2593952.0,2,5,5,1,18,6,11,5,18599,464
걸음마신발,9150.0,32074.0,3.51,42564.0,2594510.0,0,3,11,10,19,3,11,7,25398,634
파채기계,4990.0,34313.0,6.88,86934.0,2595345.0,5,3,6,0,29,4,5,2,10328,258
골프스틱,2340.0,105365.0,45.03,22554.0,2596046.0,3,1,7,0,18,5,12,5,16858,421
건미역,1280.0,23428.0,18.3,13282.0,2596315.0,3,6,22,9,5,3,17,15,73222,1830
아기앞치마,3470.0,15569.0,4.49,18277.0,2596969.0,6,6,11,1,11,4,17,8,46180,1154
축구는장비빨,1940.0,50.0,0.03,8237.0,2597000.0,14,1,8,13,32,1,5,2,4602,115
당뇨체크기,2470.0,10641.0,4.31,37053.0,2597144.0,3,5,24,8,18,0,12,10,44367,1109
아파트유리창청소,3610.0,40829.0,11.31,25119.0,2598287.0,9,5,19,1,13,1,14,12,110599,2764
칵테일냅킨,1910.0,28478.0,14.91,25082.0,2600411.0,2,9,19,5,6,2,23,9,38413,960
정관장에브리타임밸런스,6070.0,11243.0,1.85,46646.0,2601312.0,5,3,13,12,20,5,9,6,84627,2115
주니어내복,6320.0,72240.0,11.43,12199.0,2601452.0,3,11,13,2,10,3,11,16,112863,2821
가정용미니금고,1670.0,87043.0,52.12,61725.0,2602794.0,5,4,11,1,14,6,14,6,24655,616
종아리압박밴드,12010.0,81522.0,6.79,16430.0,2603140.0,2,7,14,0,11,2,17,10,59198,1479
생물오징어,3770.0,3249.0,0.86,20107.0,2604005.0,4,6,18,12,7,3,15,15,56124,1403
국산땅콩가격,2330.0,8511.0,3.65,17538.0,2604895.0,6,6,19,9,8,5,13,14,131302,3282
돈의속성,15580.0,5686.0,0.36,26711.0,2605356.0,13,3,11,10,20,0,9,11,36921,923
새싹보리,10760.0,78320.0,7.28,14392.0,2606203.0,1,3,1,4,6,4,13,17,129099,3227
건조기섬유유연제,4510.0,36138.0,8.01,13372.0,2606350.0,1,4,19,8,3,0,19,18,111674,2791
군산칼국수,3880.0,684.0,0.18,12861.0,2606408.0,0,0,2,5,26,0,6,8,23223,580
군산엄마손칼국수,2700.0,645.0,0.24,14036.0,2606408.0,0,0,3,5,27,0,6,7,20383,509
에코클로그,4660.0,9183.0,1.97,63575.0,2606850.0,5,11,18,5,19,9,10,2,6454,161
티비보호기,2780.0,14898.0,5.36,78810.0,2607585.0,11,0,13,15,30,4,3,3,7151,178
호라산밀카무트,2880.0,3268.0,1.13,27814.0,2607758.0,5,8,13,13,19,2,13,6,30205,755
육개장사발면,29220.0,23289.0,0.8,9827.0,2608167.0,1,5,14,18,11,1,13,15,608715,15217
수면귀마개,6230.0,81192.0,13.03,12368.0,2609810.0,7,3,12,1,10,1,16,13,100787,2519
닥터방기원샴푸,7710.0,7177.0,0.93,21578.0,2609838.0,1,1,3,18,9,4,13,14,179089,4477
코카콜라500ML,2400.0,38665.0,16.11,13577.0,2610661.0,0,2,24,9,9,4,11,16,249440,6236
네스틱식판,5310.0,370.0,0.07,20446.0,2610907.0,0,3,7,13,30,1,4,5,14740,368
티읕컵,1700.0,310.0,0.18,50670.0,2611225.0,10,0,4,25,34,2,2,2,9759,243
차량용초고속충전기,1960.0,62126.0,31.7,17935.0,2611811.0,0,0,7,1,4,4,25,7,30532,763
유럽유심,14280.0,4382.0,0.31,11775.0,2612167.0,0,0,27,13,7,1,17,15,130214,3255
슬라이스치즈100매,1430.0,4841.0,3.39,17010.0,2612347.0,1,0,7,2,12,5,17,6,42639,1065
리벤스테이프크리너,1150.0,1110.0,0.97,13424.0,2612605.0,0,0,6,11,7,6,14,13,133386,3334
눈찜질,4970.0,59418.0,11.96,10104.0,2612912.0,1,12,5,1,9,1,14,16,62722,1568
노패킹수경,3740.0,27824.0,7.44,34489.0,2613110.0,1,0,18,0,18,4,15,3,15632,390
액젓,6600.0,93048.0,14.1,13041.0,2613319.0,1,4,9,2,2,0,21,17,84310,2107
헬륨가스,15510.0,11825.0,0.76,31260.0,2614095.0,3,4,10,3,17,7,12,4,27293,682
에디슨빨대컵,4090.0,4036.0,0.99,9887.0,2614606.0,1,1,3,1,19,3,11,7,34058,851
톱밥,4820.0,94498.0,19.61,7190.0,2615038.0,0,2,12,0,14,4,11,11,39640,991
아기책상세트,1900.0,10348.0,5.45,95208.0,2615776.0,1,5,18,3,18,5,15,2,11950,298
매스틱검,22510.0,27900.0,1.24,42772.0,2617145.0,4,3,12,11,5,5,18,12,46555,1163
복숭아아이스티,5690.0,68331.0,12.01,10615.0,2618157.0,0,3,16,8,4,3,17,16,55838,1395
이유식식판,4510.0,69266.0,15.36,18502.0,2618323.0,0,5,16,3,2,2,15,21,104060,2601
올리브영기프트카드,18060.0,143.0,0.01,30633.0,2619855.0,4,3,23,10,23,3,5,9,21002,525
행주티슈,1570.0,29254.0,18.63,18905.0,2621760.0,0,0,5,2,10,5,13,12,72700,1817
루젠콘솔쿠션,1300.0,196.0,0.15,38605.0,2622833.0,1,0,0,21,35,0,3,2,2985,74
샤오미공기청정기,22920.0,87635.0,3.82,97970.0,2625266.0,3,0,6,18,15,5,12,8,20654,516
일회용수저,2540.0,89936.0,35.41,20764.0,2625510.0,1,3,21,15,2,4,20,14,64384,1609
스타벅스돌체구스토캡슐,3930.0,10172.0,2.59,15181.0,2627332.0,1,6,11,14,12,6,13,9,101189,2529
찹쌀10KG,11410.0,8945.0,0.78,35183.0,2629284.0,4,0,12,18,7,3,11,19,109690,2742
유자차,29780.0,96736.0,3.25,13312.0,2630061.0,2,1,7,1,6,2,23,9,52790,1319
바퀴벌레없애는법,12970.0,3194.0,0.25,13989.0,2631276.0,6,5,19,9,10,3,19,8,89410,2235
아이패드종이필름,4070.0,77650.0,19.08,11324.0,2632900.0,0,1,6,4,6,1,18,15,126202,3155
사진첩,4780.0,95766.0,20.03,12788.0,2633348.0,0,6,8,1,11,1,17,11,78225,1955
돼지막창,8620.0,11813.0,1.37,14594.0,2635135.0,7,5,9,4,6,2,22,10,97386,2434
조성아레몬청클렌저,20020.0,1588.0,0.08,35929.0,2635220.0,3,6,7,24,23,5,8,4,14150,353
화장실배수구트랩,2760.0,76853.0,27.85,11147.0,2635644.0,2,11,21,1,4,4,17,15,186696,4667
슈퍼커브2023,6030.0,1460.0,0.24,56124.0,2636403.0,9,2,10,3,27,4,9,0,2784,69
피치기모잠옷,21430.0,63928.0,2.98,15511.0,2636839.0,0,8,26,1,8,5,10,17,128445,3211
무알콜소주,5980.0,6045.0,1.01,20405.0,2638929.0,6,8,18,5,4,5,21,10,54982,1374
코카콜라500,3170.0,40693.0,12.84,12851.0,2639457.0,0,2,24,9,8,4,11,17,250460,6261
화장실하수구트랩,2610.0,61780.0,23.67,11215.0,2640022.0,4,10,19,0,3,4,16,17,191693,4792
아스타잔틴,13960.0,95390.0,6.83,27318.0,2640142.0,3,1,5,9,7,0,15,18,135776,3394
페르디가오,1010.0,562.0,0.56,19373.0,2640735.0,4,3,17,15,15,2,15,8,73782,1844
4인용밥상,1040.0,24397.0,23.46,50756.0,2641974.0,4,1,17,0,15,3,14,8,82881,2072
겨울침대패드,1920.0,99119.0,51.62,36532.0,2642458.0,1,6,16,1,13,7,14,6,33076,826
새우젓추젓,3810.0,9914.0,2.6,21081.0,2643393.0,9,10,15,6,7,5,16,12,62885,1572
티티카카큐브,4770.0,24.0,0.01,24391.0,2643583.0,8,0,0,13,21,0,2,0,257,11
부산과일바구니,1170.0,440.0,0.38,87943.0,2644178.0,29,8,3,0,25,9,2,4,9339,233
로얄캐닌인도어7+,3260.0,3643.0,1.12,36020.0,2644484.0,1,7,15,16,20,4,8,8,31350,783
일회용숟가락,3560.0,39836.0,11.19,18155.0,2644901.0,2,7,19,12,5,4,22,9,48078,1201
감자10KG,1680.0,13547.0,8.06,17669.0,2645113.0,5,13,16,3,7,3,14,16,107547,2688
순대간,4360.0,2815.0,0.65,8904.0,2646098.0,3,7,10,2,6,7,15,12,76309,1907
건조기섬유유연제시트,3020.0,31636.0,10.48,13695.0,2651447.0,1,4,19,8,3,0,19,18,111058,2776
레이평탄화,3230.0,5473.0,1.69,68726.0,2652666.0,6,15,16,3,14,6,12,8,28698,717
1구인덕션,23220.0,85734.0,3.69,88582.0,2654017.0,7,3,14,5,10,8,17,5,18668,466
부착식식기건조대,4420.0,29276.0,6.62,50441.0,2654851.0,1,2,13,3,6,2,19,13,42423,1060
샤오미미스틱,5980.0,1583.0,0.26,65194.0,2655138.0,13,1,6,20,35,3,1,1,3938,98
죽용기,2050.0,88434.0,43.14,47728.0,2659956.0,3,3,24,10,8,6,18,8,48207,1205
더젤,6730.0,7010.0,1.04,10014.0,2660188.0,0,4,30,0,11,4,14,11,121249,3031
아이패드자석거치대,1140.0,6689.0,5.87,58506.0,2661847.0,4,4,14,9,9,3,25,3,17922,448
채써는기계,5370.0,79977.0,14.89,97171.0,2662007.0,7,3,5,1,29,5,6,0,3551,88
갤럭시탭S7FE케이스,7370.0,60398.0,8.2,21732.0,2662054.0,3,1,15,5,6,4,17,13,123939,3098
헤라글로우래스팅파운데이션,12120.0,784.0,0.06,59415.0,2663686.0,5,5,8,20,33,2,3,2,6076,151
이지드롭리필,1930.0,5315.0,2.75,15620.0,2664615.0,3,3,12,13,5,4,20,11,60431,1510
고무밴드운동,3820.0,81299.0,21.28,9722.0,2667109.0,2,2,6,11,5,3,14,18,249040,6226
ESIM일본,22640.0,2653.0,0.12,8622.0,2669511.0,5,6,22,7,10,5,13,12,94344,2358
가닥속눈썹,10360.0,20058.0,1.94,7246.0,2670129.0,4,10,18,4,7,3,16,14,182048,4551
임산부화장품,3900.0,37493.0,9.61,31564.0,2670515.0,1,4,6,6,3,1,19,17,66352,1658
아기지퍼백,1380.0,12963.0,9.39,9188.0,2670839.0,0,3,4,6,12,7,11,10,102231,2555
산과들에다크초코아몬드,6750.0,542.0,0.08,17371.0,2672790.0,1,2,12,23,29,2,6,3,24617,615
뒹굴러테이블,1330.0,262.0,0.2,61962.0,2674094.0,1,0,5,10,32,2,4,2,5160,129
묵은김치,1350.0,1880.0,1.39,24207.0,2674992.0,8,7,18,7,6,6,13,15,91593,2289
자외선차단패치,2950.0,26487.0,8.98,11005.0,2676872.0,4,6,10,0,7,5,18,10,39192,979
CLT-K404S,2020.0,17817.0,8.82,13904.0,2677079.0,0,7,26,6,0,2,8,30,211962,5299
TOP커피,8240.0,69464.0,8.43,15228.0,2677494.0,0,0,7,12,4,1,11,24,142663,3566
시럽젤네일,5180.0,17948.0,3.46,10232.0,2681911.0,3,3,34,0,11,7,14,8,122902,3072
매직스트레이트,5780.0,38184.0,6.61,13431.0,2685119.0,0,7,16,7,6,4,18,12,143636,3590
젬소,5740.0,257.0,0.04,50559.0,2685450.0,1,2,1,32,25,6,6,3,18667,466
젬소속눈썹영양제,11080.0,121.0,0.01,48281.0,2685450.0,1,2,1,32,25,6,6,3,18685,467
아기수면잠옷,4880.0,27688.0,5.67,20032.0,2685548.0,0,7,26,2,6,5,15,14,73362,1834
인조속눈썹,3320.0,101386.0,30.54,6832.0,2687637.0,5,12,17,3,5,2,17,16,180191,4504
국산땅콩,4630.0,8511.0,1.84,18044.0,2690648.0,6,6,20,8,8,4,14,14,131811,3295
소형캣타워,1120.0,50550.0,45.13,60548.0,2690786.0,9,5,10,1,16,9,8,7,14800,370
유아책상의자,1930.0,32139.0,16.65,91163.0,2691276.0,1,4,17,2,14,5,19,2,14659,366
필링젤,10080.0,90392.0,8.97,10940.0,2691920.0,0,1,9,2,4,3,17,16,240003,6000
돈통,4180.0,62156.0,14.87,32035.0,2692100.0,0,2,6,2,24,4,6,6,18124,453
아니모봉돌,1110.0,22.0,0.02,10801.0,2692222.0,4,0,3,15,21,0,0,1,1438,65
업소용아이스크림,2650.0,67671.0,25.54,19060.0,2692759.0,0,2,18,7,18,2,11,9,27572,689
브라운핸드블렌더,1350.0,7171.0,5.31,73720.0,2693481.0,8,2,13,17,31,3,5,1,5002,125
브라운핸드블랜더,5800.0,7171.0,1.24,72919.0,2693481.0,7,2,13,18,31,3,5,1,5039,125
빅마마시크릿코인,12280.0,2298.0,0.19,26760.0,2696033.0,1,6,3,30,8,8,14,10,61637,1540
2단독서대,6080.0,42230.0,6.95,33886.0,2696527.0,7,3,15,0,8,3,11,18,77787,1944
고무인,3700.0,19338.0,5.23,6259.0,2697200.0,0,6,2,0,22,3,7,8,40804,1020
투사스노쿨링,2790.0,9755.0,3.5,74560.0,2699183.0,3,1,13,2,21,4,12,3,8510,212
아기물병,2730.0,64163.0,23.5,14327.0,2699585.0,2,4,22,1,9,2,13,16,80646,2016
코주부육포,8810.0,8199.0,0.93,24531.0,2700084.0,0,0,7,2,23,5,8,4,26977,674
레터링풍선,15910.0,59511.0,3.74,22378.0,2700924.0,16,10,13,0,10,3,14,13,83591,2089
남자옆머리누르기,1980.0,3934.0,1.99,31017.0,2702714.0,26,3,8,3,25,1,8,6,35114,877
새우젓가격,4770.0,41504.0,8.7,23390.0,2704834.0,7,11,17,5,9,4,17,10,52746,1318
갤럭시탭S9필름,1570.0,34696.0,22.1,18384.0,2706600.0,0,0,1,7,10,4,18,8,40561,1014
반찬배달,12170.0,39273.0,3.23,30947.0,2708757.0,11,8,18,0,11,4,12,13,242705,6067
수유브라,11860.0,88868.0,7.49,15732.0,2710813.0,1,7,10,2,9,4,11,16,121686,3042
K5에어컨필터,1660.0,38277.0,23.06,12981.0,2711373.0,3,6,19,0,1,3,17,19,182354,4558
핏플랍샌들,3550.0,66451.0,18.72,93315.0,2711391.0,1,0,1,1,17,6,16,1,6243,156
에어컨실링팬,1350.0,16992.0,12.59,43527.0,2712431.0,15,10,10,5,25,4,8,3,8645,216
애플MP3,2220.0,22278.0,10.04,89342.0,2714125.0,3,6,14,17,36,1,3,0,1201,30
굿바이밀티,2200.0,127.0,0.06,42687.0,2714625.0,9,0,4,18,33,0,3,4,20568,514
메디플라워모델링팩,6050.0,3502.0,0.58,18085.0,2715400.0,0,0,6,13,12,2,19,7,45582,1139
배너거치대,7730.0,92737.0,12.0,24385.0,2719489.0,1,1,30,0,3,4,19,14,71893,1797
팬티라이너,15490.0,87610.0,5.66,8734.0,2720667.0,0,0,7,10,2,1,17,20,116932,2923
요넥스배드민턴화,15020.0,42084.0,2.8,98351.0,2721251.0,1,0,2,1,24,9,7,0,3492,87
워터픽구강세정기,10980.0,9243.0,0.84,96800.0,2722087.0,6,2,4,16,18,4,8,10,43155,1078
흥국자몽,1380.0,2272.0,1.65,44826.0,2722609.0,2,3,14,20,17,3,15,5,18513,462
파스타밀키트,2310.0,22893.0,9.91,12925.0,2723079.0,5,2,11,12,3,2,8,27,451864,11296
임산부철분제,8520.0,8013.0,0.94,25881.0,2723896.0,1,12,19,7,4,6,13,17,48707,1217
맥주효모환,7500.0,16805.0,2.24,19636.0,2728224.0,5,1,10,9,9,3,16,12,65722,1643
노스페이스백팩,17010.0,71108.0,4.18,89701.0,2728647.0,1,2,16,1,27,4,8,1,4384,109
벤딕트,17960.0,22589.0,1.26,26606.0,2729133.0,0,0,0,4,6,0,17,17,59968,1499
라면포트기,2760.0,72521.0,26.28,26217.0,2729459.0,7,5,10,2,13,6,16,5,20402,510
아몬드슬라이스,3440.0,10990.0,3.19,8953.0,2730571.0,1,3,20,12,1,2,20,17,290710,7267
소갈비살,16370.0,5086.0,0.31,24154.0,2730661.0,3,1,21,14,5,2,20,13,102626,2565
밤고구마10KG,3720.0,9209.0,2.48,19920.0,2732786.0,9,12,13,6,6,4,14,16,349261,8731
칼집밤,10040.0,27477.0,2.74,15445.0,2733931.0,6,11,19,4,6,1,12,21,257916,6447
순살게장,7350.0,6205.0,0.84,20356.0,2734819.0,9,7,14,10,8,3,17,12,129030,3225
마이비데,21270.0,24691.0,1.16,11496.0,2735654.0,0,1,6,12,2,2,17,19,96693,2417
나이키운동가방,5280.0,8823.0,1.67,52165.0,2736492.0,1,5,28,6,20,5,9,6,25798,644
청년참기름,2480.0,25243.0,10.18,25860.0,2736891.0,11,7,17,5,6,5,17,12,84500,2112
배도라지즙,29150.0,50516.0,1.73,25268.0,2738706.0,2,5,6,1,1,2,11,26,217092,5427
ELM327,1830.0,93516.0,51.1,20499.0,2739053.0,5,8,2,25,21,6,10,3,19455,486
토르박스53,1630.0,1384.0,0.85,95944.0,2741313.0,4,0,6,29,37,0,1,2,3501,87
