relative_keyword,total_search,total_store_count,competitive_rate,avg_price,avg_sale,grade_norm,grade_power,grade_bigpower,grade_premium,review_10,review_50,review_100,review_1000,total_review,avg_review,zzim_10,zzim_50,zzim_100,zzim_1000
풋살공,5950.0,41662.0,7.0,31228.0,2383470.0,1,1,5,1,27,3,9,1,4748,118,36,2,2,0
초강력에어건,1150.0,21336.0,18.55,76491.0,2387019.0,7,2,5,0,31,2,7,0,2667,66,31,4,4,1
안경세척기,4120.0,96011.0,23.3,31976.0,2391975.0,2,5,6,0,20,7,8,5,15346,383,32,3,4,1
장요근마사지,5110.0,2586.0,0.51,28285.0,2394863.0,9,2,4,0,29,5,6,0,2409,60,31,3,4,2
코골이방지밴드,6600.0,10902.0,1.65,10470.0,2405439.0,11,9,7,0,14,5,16,5,28535,713,20,6,12,2
카스전자저울,6600.0,33360.0,5.05,55580.0,2410486.0,1,3,8,1,10,4,20,6,26755,668,22,4,14,0
휴양지커플룩,4860.0,41985.0,8.64,32820.0,2421504.0,7,4,6,1,33,2,3,2,8691,217,28,3,7,2
대금,18440.0,24045.0,1.3,34254.0,2440833.0,2,1,0,0,37,2,0,1,1645,41,39,0,1,0
산전복대,3990.0,17153.0,4.3,17131.0,2459608.0,3,2,4,1,25,4,5,6,14755,368,32,1,7,0
넓적당면,3390.0,1921.0,0.57,14575.0,2460001.0,2,1,3,2,27,4,7,2,48543,1213,36,2,2,0
함몰유두,9940.0,1394.0,0.14,19925.0,2465203.0,4,3,4,1,30,1,8,1,13282,332,35,2,3,0
듀퐁와이셔츠,7490.0,26232.0,3.5,54331.0,2468014.0,0,5,4,1,31,2,6,1,2928,73,32,2,6,0
올반찰핫도그,1580.0,5163.0,3.27,24159.0,2473851.0,1,0,2,2,24,1,10,5,32537,813,37,2,1,0
부항,10370.0,48221.0,4.65,18489.0,2476922.0,0,2,4,1,18,5,14,3,20651,516,33,0,6,0
부황,7730.0,47981.0,6.21,21620.0,2476922.0,0,2,4,1,19,5,13,3,20009,500,34,0,6,0
부항기,4410.0,47324.0,10.73,24542.0,2476922.0,0,2,5,2,12,6,18,4,24416,610,32,2,6,0
부황기,2980.0,47324.0,15.88,24240.0,2476922.0,0,3,5,2,14,6,16,4,23816,595,31,3,6,0
방수팬티,1660.0,64210.0,38.68,15692.0,2480998.0,2,7,6,2,26,2,8,4,44800,1120,34,1,4,1
해초국수,1380.0,4152.0,3.01,27632.0,2487369.0,2,6,3,1,24,0,11,5,22554,563,32,1,7,0
골반교정,5240.0,39527.0,7.54,54937.0,2494394.0,6,3,9,1,21,2,13,4,14601,365,29,2,9,0
붕어빵키트,2610.0,2207.0,0.85,27718.0,2533388.0,7,0,4,1,33,2,3,2,13608,340,33,2,4,1
넉박스,2910.0,47567.0,16.35,32929.0,2536130.0,1,2,9,0,19,9,11,1,6422,160,29,3,8,0
스타축구공,3250.0,75078.0,23.1,29009.0,2544693.0,0,1,5,2,18,5,12,5,16201,405,31,4,5,0
마늘가는기계,3190.0,16089.0,5.04,38979.0,2555984.0,4,3,5,0,30,1,6,3,32384,809,32,4,2,2
IGPSPORT,1480.0,41459.0,28.01,73571.0,2584066.0,0,0,4,0,38,1,1,0,779,19,39,0,1,0
궁채장아찌,20060.0,2906.0,0.14,10624.0,2593952.0,2,5,5,1,18,6,11,5,18599,464,33,4,3,0
파채기계,4990.0,34313.0,6.88,86934.0,2595345.0,5,3,6,0,29,4,5,2,10328,258,32,3,4,1
골프스틱,2340.0,105365.0,45.03,22554.0,2596046.0,3,1,7,0,18,5,12,5,16858,421,28,5,7,0
슬라이스치즈100매,1430.0,4841.0,3.39,17010.0,2612347.0,1,0,7,2,12,5,17,6,42639,1065,28,7,5,0
부산과일바구니,1170.0,440.0,0.38,87943.0,2644178.0,29,8,3,0,25,9,2,4,9339,233,31,4,4,1
채써는기계,5370.0,79977.0,14.89,97171.0,2662007.0,7,3,5,1,29,5,6,0,3551,88,27,0,10,3
돈통,4180.0,62156.0,14.87,32035.0,2692100.0,0,2,6,2,24,4,6,6,18124,453,30,2,8,0
코주부육포,8810.0,8199.0,0.93,24531.0,2700084.0,0,0,7,2,23,5,8,4,26977,674,36,0,4,0
핏플랍샌들,3550.0,66451.0,18.72,93315.0,2711391.0,1,0,1,1,17,6,16,1,6243,156,31,2,7,0
요넥스배드민턴화,15020.0,42084.0,2.8,98351.0,2721251.0,1,0,2,1,24,9,7,0,3492,87,33,7,0,0
쑥뜸기,1390.0,22417.0,16.13,31106.0,2763000.0,1,0,0,0,33,1,6,0,1600,40,37,1,2,0
함께늘봄,1070.0,11.0,0.01,30625.0,2763144.0,0,0,8,1,3,0,5,1,2681,297,2,3,3,1
줄없는줄넘기,3380.0,35174.0,10.41,9901.0,2768500.0,0,2,4,2,22,5,8,5,42726,1068,34,1,4,1
먹르가즘,1100.0,7.0,0.01,17358.0,2768733.0,4,1,0,2,6,0,0,1,5250,750,6,0,1,0
어깨뽕티셔츠,1080.0,9340.0,8.65,32191.0,2781748.0,1,5,7,0,23,7,7,3,15641,391,33,4,3,0
아기방수팬티,1210.0,6536.0,5.4,15525.0,2783213.0,6,9,6,0,30,2,7,1,35666,891,34,1,4,1
명품힙색,2790.0,40882.0,14.65,21968.0,2807405.0,14,2,5,1,37,1,2,0,504,12,26,5,8,1
막장,8140.0,7480.0,0.92,18973.0,2812261.0,0,1,7,0,27,3,8,2,5897,147,33,1,6,0
거북이키우기,9840.0,59004.0,6.0,43542.0,2814892.0,1,0,9,1,32,1,6,1,4795,119,32,1,5,2
아기띠바람막이,1040.0,2608.0,2.51,46727.0,2821357.0,5,3,9,2,25,3,10,2,8218,205,29,2,9,0
ID221C5,4700.0,8.0,0.0,12400.0,2832972.0,0,0,6,0,5,0,1,0,324,54,5,0,1,0
페이크후드,3110.0,76446.0,24.58,12758.0,2835671.0,2,6,4,1,30,3,6,1,5891,147,32,2,5,1
걸음보조기,1140.0,26103.0,22.9,98893.0,2841156.0,5,0,3,0,33,2,4,1,3493,87,34,2,4,0
창안애,11420.0,39087.0,3.42,14071.0,2842935.0,0,0,0,0,37,1,2,0,782,19,33,5,2,0
골프연습채,2030.0,20754.0,10.22,41589.0,2844997.0,2,3,4,1,29,2,6,3,8285,207,32,2,6,0
대형견켄넬,1590.0,36164.0,22.74,84870.0,2876083.0,4,3,3,0,30,1,7,2,6995,174,30,1,8,1
달러북,2940.0,756.0,0.26,22570.0,2880433.0,29,2,1,0,38,0,1,1,1565,39,38,1,1,0
오토바이리프트,1160.0,96259.0,82.98,87023.0,2885333.0,0,0,6,0,32,4,2,2,4448,111,36,0,4,0
답례연구소호두강정,2210.0,6.0,0.0,16083.0,2896733.0,0,0,4,2,3,0,1,2,5928,988,3,0,2,1
접지매트,2160.0,21652.0,10.02,35684.0,2898800.0,2,0,2,0,39,0,1,0,375,9,37,2,1,0
항아리바베큐,10060.0,61726.0,6.14,86640.0,2914411.0,4,1,3,0,32,1,7,0,2159,53,30,2,8,0
의료용무릎보호대,3600.0,14414.0,4.0,18943.0,2917414.0,7,2,9,0,14,6,14,6,24713,617,26,6,5,3
사브르,10520.0,94915.0,9.02,21412.0,2941428.0,0,0,9,1,8,6,20,6,19441,486,26,5,6,3
바렌발각질,2910.0,1010.0,0.35,21052.0,2944603.0,0,1,2,0,35,0,1,4,20265,506,38,0,1,1
어깨뽕,3110.0,30397.0,9.77,15986.0,2968972.0,1,5,6,0,23,5,8,4,19394,484,32,4,4,0
자바라의자,2370.0,14537.0,6.13,20326.0,2972780.0,3,2,5,0,32,2,3,3,9576,239,34,0,4,2
현미곤약밥,3710.0,14047.0,3.79,22236.0,2976786.0,1,2,3,0,20,7,7,6,63811,1595,31,4,5,0
데비마이어,9620.0,12190.0,1.27,43487.0,2999366.0,0,0,2,1,12,3,21,4,23227,580,29,6,4,1
우드윅,9190.0,20450.0,2.23,18100.0,3010593.0,0,1,4,0,30,1,5,4,58984,1474,34,2,4,0
비비고동그랑땡,3610.0,4898.0,1.36,20264.0,3012952.0,0,0,1,2,23,2,9,6,34416,860,37,1,2,0
신생아체중계,1890.0,5355.0,2.83,49419.0,3023770.0,0,0,3,0,35,0,3,2,4699,117,37,1,2,0
해먹튜브,5850.0,63346.0,10.83,21360.0,3044576.0,2,6,5,2,16,4,16,4,18590,464,20,7,11,2
롱샴크로스끈,1160.0,1839.0,1.59,28332.0,3066818.0,4,6,5,0,36,0,4,0,1995,49,32,2,5,1
탄탄방수,2340.0,3363.0,1.44,44067.0,3082721.0,5,3,7,1,19,4,14,3,10539,263,32,3,5,0
눕서대,1510.0,18258.0,12.09,65305.0,3096640.0,3,0,2,0,32,0,5,3,11015,275,31,2,7,0
LPG가스통,7760.0,19149.0,2.47,48234.0,3117578.0,4,6,4,1,28,6,3,3,7991,199,34,3,2,1
아기앞치마두건,1030.0,4238.0,4.11,16963.0,3165481.0,7,3,9,2,16,3,16,5,37467,936,21,4,14,1
미니골대,1050.0,71018.0,67.64,62651.0,3189900.0,0,2,0,0,32,4,3,1,3711,92,37,2,1,0
미니축구골대,1260.0,42599.0,33.81,45811.0,3189900.0,0,2,0,0,32,4,3,1,3712,92,37,2,1,0
수중랜턴,1660.0,97835.0,58.94,74437.0,3221666.0,0,1,2,0,33,3,3,1,5947,148,38,1,1,0
다운펌기계,3370.0,4726.0,1.4,33527.0,3235851.0,33,2,5,0,28,1,8,3,23861,596,32,2,4,2
장조림,20060.0,65556.0,3.27,10695.0,3239619.0,0,0,4,0,16,5,15,4,29409,735,37,1,1,1
아기킥보드,6190.0,17131.0,2.77,72241.0,3257462.0,4,2,5,2,26,4,9,1,5492,137,33,2,5,0
기내목베개,1390.0,16243.0,11.69,12579.0,3275387.0,4,6,9,0,28,2,7,3,11325,283,27,3,9,1
발볼넓히기,1370.0,5739.0,4.19,10386.0,3275904.0,0,1,4,2,36,0,0,4,40864,1021,36,0,3,1
미즈노탁구화,6430.0,15317.0,2.38,97773.0,3293950.0,0,0,4,0,34,3,3,0,1701,42,38,1,1,0
스마트줄넘기,1450.0,37229.0,25.68,10687.0,3302010.0,0,1,3,2,22,5,9,4,22370,559,36,0,3,1
매직큐브,8310.0,90745.0,10.92,12250.0,3309161.0,0,1,7,0,26,1,9,4,9650,241,32,3,4,1
장독대,14410.0,25257.0,1.75,9204.0,3332888.0,0,1,5,0,31,0,3,6,20002,500,34,0,5,1
키커볼,2350.0,2458.0,1.05,34032.0,3369800.0,0,0,1,0,39,0,0,1,2045,51,39,0,1,0
킥커볼,2060.0,1222.0,0.59,28631.0,3369800.0,0,0,1,0,39,0,0,1,2091,52,39,0,1,0
맨시티유니폼,10630.0,11850.0,1.11,62980.0,3401283.0,7,4,7,2,34,2,4,0,1086,27,32,3,5,0
약과도넛,9910.0,2646.0,0.27,12353.0,3404211.0,3,1,4,1,29,3,7,1,4575,114,37,1,1,1
구이바다M,4190.0,3954.0,0.94,94852.0,3405292.0,0,2,4,2,18,8,9,5,23908,597,25,8,6,1
자동구리스주입기,1400.0,55890.0,39.92,89743.0,3431125.0,0,0,6,1,34,5,1,0,1051,26,40,0,0,0
족욕통,2630.0,53076.0,20.18,21612.0,3470388.0,1,4,4,0,26,5,5,4,13455,336,31,3,6,0
못주머니,3740.0,101101.0,27.03,17285.0,3490880.0,1,0,9,2,27,3,6,4,12869,321,34,3,3,0
적외선치료기,9430.0,11864.0,1.26,79867.0,3506103.0,8,5,7,2,24,2,11,3,19322,483,25,3,10,2
노스페이스빅샷,9800.0,7645.0,0.78,93072.0,3521682.0,0,0,8,2,32,2,5,1,3601,90,34,2,4,0
탁구화추천,1740.0,99932.0,57.43,87612.0,3554660.0,0,2,5,0,29,3,8,0,3222,80,36,2,2,0
분유워머,1010.0,6228.0,6.17,46638.0,3674729.0,1,1,2,1,34,1,2,3,5432,135,35,1,3,1
초소형CCTV,1800.0,12631.0,7.02,51862.0,3694588.0,2,2,7,2,30,2,8,0,2746,68,31,2,4,3
포장마차테이블,2900.0,44014.0,15.18,59861.0,3697014.0,1,3,4,0,26,1,11,2,10403,260,32,1,7,0
단팥,1770.0,49357.0,27.89,18985.0,3724077.0,0,0,6,0,25,5,7,3,9593,239,35,1,4,0
쪼꼬미에기,6140.0,5922.0,0.96,13817.0,3727350.0,3,2,3,2,26,4,6,4,41790,1044,38,1,1,0
그린박스,8210.0,10218.0,1.24,44771.0,3780850.0,0,0,2,1,6,4,24,6,28776,719,30,7,2,1
진이샵,1240.0,9051.0,7.3,28647.0,3807829.0,37,0,2,0,38,0,0,2,10062,251,38,0,2,0
자동팽창식구명조끼,1370.0,59028.0,43.09,96358.0,3858269.0,1,1,5,2,15,6,18,1,7306,182,31,8,1,0
X반도,1710.0,57303.0,33.51,18974.0,3863350.0,0,2,4,1,28,4,6,2,14881,372,37,2,1,0
패러글라이딩,22320.0,7973.0,0.36,99583.0,3881608.0,28,3,4,1,16,4,14,6,26819,670,21,2,15,2
발온열기,11950.0,65827.0,5.51,42900.0,3905478.0,7,6,8,1,21,6,8,5,30161,754,23,4,9,4
차가버섯,15350.0,31957.0,2.08,37376.0,3920086.0,3,1,6,0,18,3,15,4,21204,530,34,4,2,0
이지월타일,1580.0,708.0,0.45,27188.0,3974666.0,8,0,1,1,39,1,0,0,73,1,39,0,1,0
투명방수본드,1420.0,25811.0,18.18,19295.0,3977706.0,1,1,4,0,33,2,4,1,3715,92,34,0,6,0
아레나수경,9500.0,85269.0,8.98,32448.0,3984660.0,1,3,9,1,15,7,15,3,25328,633,27,4,9,0
스파인코렉터,12080.0,15080.0,1.25,60947.0,4049194.0,3,2,8,2,21,3,11,5,29436,735,24,4,10,2
조아뜨,1440.0,17689.0,12.28,36921.0,4084966.0,0,0,2,0,21,7,7,5,38021,950,37,1,1,1
유아침대가드,1020.0,29100.0,28.53,51415.0,4087387.0,2,2,3,1,30,2,4,4,51618,1290,32,2,4,2
스와들업뱀부라이트,1420.0,229.0,0.16,69241.0,4106949.0,3,0,9,2,28,3,8,1,4743,118,33,1,6,0
페러글라이딩체험,2060.0,7993.0,3.88,96184.0,4110823.0,28,3,3,2,16,3,15,6,27434,685,21,1,16,2
견사,2140.0,89615.0,41.88,88852.0,4128437.0,1,1,6,1,31,3,1,5,18557,463,31,0,8,1
스트레칭보드,4280.0,76160.0,17.79,24241.0,4143855.0,3,5,7,1,14,0,21,5,22223,555,20,7,11,2
적외선조사기,8270.0,27496.0,3.32,63011.0,4154408.0,6,5,6,2,12,4,19,5,26738,668,23,5,10,2
호신용3단봉,1060.0,53257.0,50.24,15417.0,4172721.0,2,4,4,0,18,5,11,6,37211,930,29,4,5,2
복근킹카,2090.0,1138.0,0.54,36502.0,4229879.0,2,1,9,0,36,2,1,1,2099,52,36,2,1,1
디귿수납장,3480.0,10768.0,3.09,61248.0,4245333.0,4,0,0,0,39,0,1,0,156,3,32,5,2,1
골프연습망,3570.0,57562.0,16.12,90714.0,4250723.0,2,2,4,0,30,2,8,0,2573,64,32,5,3,0
필라테스소도구,1970.0,27353.0,13.88,49899.0,4444334.0,7,4,7,0,30,3,5,2,16089,402,33,2,4,1
츄바스코,2460.0,19690.0,8.0,42672.0,4500833.0,0,0,1,1,33,2,3,2,9862,246,37,1,2,0
메쉬넵2,9510.0,365.0,0.04,77727.0,4546685.0,4,8,9,2,31,1,5,3,26901,672,35,1,2,2
실내줄넘기,1970.0,67678.0,34.35,15314.0,4555820.0,1,3,1,2,20,3,13,4,26965,674,34,1,4,1
롱샴파우치스트랩,2440.0,1010.0,0.41,28654.0,4578191.0,5,5,4,1,36,0,4,0,1969,49,31,4,4,1
종아리스트레칭보드,2980.0,33844.0,11.36,23856.0,4580083.0,3,6,7,1,17,1,18,4,19798,494,23,5,10,2
평상마루,2950.0,46118.0,15.63,75949.0,4642972.0,3,0,2,0,36,0,1,3,6394,159,32,3,4,1
코골이방지기구,8990.0,14794.0,1.65,18906.0,4646630.0,3,7,8,1,13,5,16,6,30123,753,22,2,14,2
선상구명조끼,1080.0,57442.0,53.19,60200.0,4696500.0,1,3,6,1,30,0,9,1,4088,102,32,7,1,0
내셔널지오그래픽방수팩,1970.0,580.0,0.29,24677.0,4779505.0,1,1,4,2,30,2,6,2,14164,354,35,0,5,0
장요근마사지기,4510.0,2882.0,0.64,34190.0,4785038.0,21,4,2,0,36,3,1,0,888,22,36,2,2,0
칡냉면,2150.0,16524.0,7.69,10169.0,4808570.0,0,4,3,1,23,4,10,3,26794,669,33,1,5,1
탁구화,10430.0,100259.0,9.61,89525.0,4898444.0,0,2,4,0,29,3,8,0,3222,80,36,2,2,0
자석유리창닦이,1250.0,28547.0,22.84,25674.0,4945276.0,4,2,5,2,20,2,12,6,55095,1377,32,3,4,1
자석창문닦이,2200.0,31997.0,14.54,24379.0,4961059.0,3,1,5,0,20,3,13,4,48980,1224,31,4,4,1
캣워커,1210.0,55241.0,45.65,74725.0,5093749.0,10,4,1,0,26,4,7,3,8929,223,24,3,11,2
휴대용네블라이저,2030.0,5094.0,2.51,93465.0,5097401.0,7,4,9,2,25,6,3,6,29755,743,25,5,8,2
발가락링,1010.0,40806.0,40.4,7399.0,5171130.0,6,1,8,0,16,4,14,6,34223,855,26,5,6,3
조사기,1140.0,35939.0,31.53,73530.0,5192598.0,7,5,5,1,16,3,17,4,22963,574,24,4,10,2
태양계,17750.0,91992.0,5.18,21092.0,5244858.0,2,0,8,1,30,3,7,0,3534,88,31,2,4,3
비염코세척,3310.0,4262.0,1.29,34831.0,5246210.0,1,9,6,1,20,2,13,5,38548,963,27,6,7,0
후추스프레이,1810.0,7766.0,4.29,25248.0,5287534.0,5,6,7,0,24,2,9,5,42779,1069,25,2,10,3
진간장,9180.0,61108.0,6.66,11957.0,5288970.0,0,1,1,1,11,10,15,4,14144,353,38,0,2,0
갈릴리농원,15200.0,11.0,0.0,48810.0,5310670.0,3,0,7,0,7,1,0,3,11329,1029,9,0,2,0
심플룸아기텐트,1340.0,143.0,0.11,41826.0,5367420.0,1,0,4,2,32,0,7,1,6267,156,34,2,3,1
호신용삼단봉,1580.0,75472.0,47.77,16134.0,5409394.0,4,6,4,0,18,3,14,5,23956,598,28,3,7,2
캠핑수레,1350.0,90327.0,66.91,77588.0,5502481.0,2,1,4,0,30,0,8,2,6977,174,31,0,7,2
페퍼스프레이,1130.0,14374.0,12.72,30854.0,5522341.0,3,4,6,0,26,1,8,5,42220,1055,28,1,8,3
연무기,4870.0,93144.0,19.13,94153.0,5537222.0,1,1,1,2,26,2,9,3,17043,426,34,2,3,1
로봇강아지,5200.0,55114.0,10.6,68778.0,5585934.0,2,1,4,2,35,2,3,0,1475,36,34,1,4,1
레스큐미,3070.0,5397.0,1.76,22598.0,5590233.0,0,2,2,0,34,1,3,2,15733,393,38,0,1,1
오리발숏핀,7710.0,98986.0,12.84,64484.0,5658785.0,2,0,9,2,17,4,15,4,14203,355,22,7,11,0
동망접지패드,1280.0,2.0,0.0,70000.0,5670000.0,0,0,1,1,0,1,1,0,421,210,1,0,1,0
페인트후끼,1420.0,99495.0,70.07,60287.0,5725953.0,2,3,9,1,29,1,9,1,5845,146,31,2,7,0
마렌속눈썹영양제,11590.0,6.0,0.0,40358.0,5878166.0,2,0,3,1,4,1,0,1,3014,502,4,0,1,1
어린이코세척,1350.0,2003.0,1.48,17621.0,6002869.0,3,6,3,2,23,4,9,4,30773,769,32,1,7,0
밸런스파워,1080.0,2019.0,1.87,79960.0,6022654.0,1,5,8,1,32,0,6,2,6356,158,37,1,1,1
목디스크보호대,1120.0,14325.0,12.79,37399.0,6035383.0,5,5,6,1,15,3,17,5,15648,391,28,2,8,2
놋담,9580.0,20547.0,2.14,77442.0,6076866.0,0,0,4,2,17,7,13,3,12384,309,29,4,7,0
샴푸의자,2140.0,95148.0,44.46,45527.0,6095965.0,2,0,5,1,23,6,9,2,13023,325,32,4,3,1
남자워터레깅스,1780.0,35645.0,20.03,27540.0,6156409.0,2,3,3,2,27,1,7,5,24875,621,27,6,5,2
전동물총,1480.0,76312.0,51.56,25239.0,6309008.0,3,1,2,1,27,2,10,1,4724,118,30,1,9,0
경추보호대,1200.0,37380.0,31.15,13784.0,6452736.0,5,1,5,1,23,3,10,4,16909,422,31,1,6,2
유아캐리어,3900.0,92307.0,23.67,53721.0,6515342.0,5,6,5,1,28,1,9,2,4381,109,23,4,13,0
엘펀즈기저귀가방,5380.0,7.0,0.0,25233.0,7265378.0,0,0,7,0,3,2,0,2,11457,1636,3,2,1,1
강아지산소방,4340.0,9191.0,2.12,34787.0,7310112.0,6,6,3,1,34,2,3,1,4181,104,29,4,6,1
한영석청명주,2150.0,8.0,0.0,27596.0,7486116.0,1,1,1,2,4,0,1,0,469,93,4,1,1,0
락포트남성화,18090.0,45143.0,2.5,90506.0,7540775.0,1,0,2,1,27,5,6,2,6635,165,29,5,6,0
연유,20240.0,33722.0,1.67,17130.0,7563397.0,1,0,8,2,14,5,16,5,15662,391,31,4,5,0
정확한체중계,1090.0,23093.0,21.19,22672.0,7635422.0,4,7,5,2,28,1,9,2,18973,474,36,1,2,1
필라테스도구,1170.0,41857.0,35.78,69829.0,7802363.0,1,1,4,1,35,3,1,1,12705,317,35,1,3,1
에듀테이블,27760.0,2217.0,0.08,79399.0,7806625.0,3,2,5,2,32,1,5,2,9285,232,35,2,2,1
인공태양알람시계,2490.0,3818.0,1.53,52605.0,7838650.0,2,1,1,0,39,0,1,0,183,4,38,0,1,1
아기샴푸의자,1240.0,12402.0,10.0,34711.0,7855522.0,2,0,6,2,21,6,11,2,13523,338,31,4,4,1
신일식품건조기,1690.0,11912.0,7.05,82665.0,7878998.0,7,8,4,2,27,4,8,1,5306,132,33,3,4,0
숏핀,6660.0,102825.0,15.44,61347.0,8008608.0,1,0,6,2,19,5,12,4,12502,312,25,5,10,0
역방쿠,9370.0,972.0,0.1,50331.0,8126111.0,1,0,2,0,34,3,1,2,20823,520,36,2,1,1
목견인치료기,2460.0,4572.0,1.86,62180.0,8270844.0,8,6,3,2,23,5,7,5,13806,345,33,1,5,1
허리견인기,1660.0,14932.0,9.0,79291.0,8499096.0,2,1,1,0,35,0,3,2,19824,495,37,1,0,2
책이몽,1720.0,2.0,0.0,84450.0,8770875.0,0,0,2,0,0,0,2,0,832,416,0,0,1,1
신생아비데,1370.0,3067.0,2.24,26943.0,8842611.0,3,1,9,1,22,5,10,3,17157,428,28,3,6,3
양압기,28660.0,20639.0,0.72,51681.0,9215804.0,3,2,4,1,25,3,12,0,3677,91,35,1,4,0
AI강아지,1730.0,8419.0,4.87,76397.0,9553358.0,1,2,3,1,37,2,1,0,980,24,35,1,3,1
로봇개,1770.0,55114.0,31.14,60511.0,9558466.0,2,1,3,1,35,2,3,0,1475,36,34,1,4,1
홍사운드집가락,2410.0,5.0,0.0,20866.0,9585416.0,0,0,1,1,1,0,1,0,989,494,1,0,0,1
예작와이셔츠,4850.0,22856.0,4.71,25613.0,9920954.0,0,1,3,1,31,2,5,2,6124,153,36,0,4,0
목견인,1120.0,45636.0,40.75,57809.0,10034242.0,2,5,3,0,24,3,8,5,13705,342,31,4,4,1
자동코세척기,1050.0,1194.0,1.14,84667.0,10723833.0,2,3,4,0,35,0,4,1,5172,129,35,0,5,0
에어스텝퍼,2130.0,11316.0,5.31,59990.0,11020847.0,3,2,3,1,28,4,8,0,3829,95,31,4,5,0
극한직업꽃게액젓,1650.0,1.0,0.0,11400.0,11105500.0,0,0,1,0,0,0,0,1,2216,2216,0,0,0,1
아레나남성수영복,1200.0,91220.0,76.02,50826.0,12316877.0,0,0,9,1,28,2,8,2,6269,156,29,5,6,0
아레나남자수영복,10840.0,91220.0,8.42,51101.0,12316877.0,0,0,9,1,28,2,8,2,6269,156,29,5,6,0
붙이는전신거울,1260.0,34684.0,27.53,73568.0,12405350.0,3,1,5,2,29,0,7,4,10867,271,30,3,5,2
SBD벨트,9610.0,2691.0,0.28,95953.0,13862944.0,3,0,4,0,31,1,7,1,6402,160,35,1,3,1
골프손목교정기,1350.0,12167.0,9.01,26490.0,14140061.0,4,3,3,0,25,1,11,3,13131,328,34,1,4,1
고관함박,12960.0,6.0,0.0,11183.0,14466616.0,0,0,5,0,2,0,3,1,21502,3583,1,0,4,1
탁상시계뉴라이프챌린지,12920.0,576.0,0.04,49117.0,15667633.0,3,0,1,1,39,0,1,0,182,4,38,0,1,1
뉴라이프챌린지,5960.0,655.0,0.11,48319.0,15667633.0,2,0,1,1,39,0,1,0,182,4,38,0,1,1
풀무원핫도그,2770.0,9688.0,3.5,24312.0,16062633.0,1,1,2,1,29,3,5,3,15671,391,37,1,2,0
올바른핫도그,1060.0,3339.0,3.15,23365.0,16062633.0,0,1,2,1,26,1,10,3,29069,726,37,1,2,0
공항칼국수,11030.0,6.0,0.0,14960.0,16224694.0,1,0,3,1,3,0,0,3,108400,18066,3,0,1,2
큐폴드,3140.0,1942.0,0.62,55552.0,17066994.0,0,0,3,2,36,0,1,3,16743,418,37,0,1,2
광주서울곱창,6980.0,3.0,0.0,19000.0,17556000.0,0,0,2,0,0,0,0,3,7215,2405,0,1,0,2
콤비타마누카꿀,4750.0,17537.0,3.69,63990.0,18570766.0,0,0,4,0,28,2,8,2,9815,245,34,2,4,0
공항칼국수밀키트,1770.0,4.0,0.0,20000.0,24336666.0,0,0,2,1,1,0,0,3,108400,27100,1,0,1,2
조조칼국수밀키트,3090.0,3.0,0.0,37500.0,29914333.0,1,0,1,1,1,0,1,1,14786,4928,0,0,1,1
코리아패러글라이딩,1470.0,9.0,0.01,69814.0,49965000.0,6,3,1,0,9,0,0,1,5810,581,9,0,0,1
레그필라,2470.0,1875.0,0.76,34424.0,60781333.0,0,0,1,0,39,0,0,1,5947,148,38,1,0,1
햄지소갈비찜,1010.0,1.0,0.0,38900.0,65663200.0,0,0,1,0,0,0,0,1,1866,1866,0,0,0,1
햄지대왕소갈비찜,8050.0,1.0,0.0,38900.0,65663200.0,0,0,1,0,0,0,0,1,1866,1866,0,0,0,1
푸른회식당오징어무침,3450.0,1.0,0.0,18000.0,80814000.0,0,0,1,0,0,0,0,1,21899,21899,0,0,0,1
